iter	RMSE
430	123.5542833
431	123.4845078
432	123.4411591
433	123.4296236
434	123.3920586
435	123.3896155
436	123.3729587
437	122.8962835
438	122.8303669
439	122.7943886
440	122.758927
441	122.7082746
442	122.6645328
443	122.5367707
444	122.3762031
445	122.2561053
446	122.2302407
447	122.2114296
448	122.0955969
449	122.0753234
450	121.9974002
451	121.9644501
452	121.9499106
453	121.8380585
454	121.8214481
455	121.8020933
456	121.7562281
457	121.6304569
458	121.5976183
459	121.5647799
460	121.4854518
461	121.4506552
462	121.3880365
463	121.3569757
464	121.2523453
465	121.2365995
466	121.1344062
467	121.0819644
468	121.0676053
469	121.0394306
470	121.0194623
471	120.9515848
472	120.9273376
473	120.8938145
474	120.8802658
475	120.8606157
476	120.400025
477	120.3735058
478	120.3379584
479	120.2906755
480	120.2716369
481	120.250309
482	119.8063876
483	119.7813627
484	119.7480563
485	119.7108288
486	119.6947773
487	119.672212
488	119.6197724
489	119.5978797
490	119.4992516
491	119.478916
492	119.4396809
493	119.3935948
494	119.2990069
495	119.2727166
496	119.2201024
497	119.1844184
498	119.1555468
499	119.1249916
500	119.0341065
501	119.0079662
502	118.57477
503	118.4868303
504	118.4304759
505	118.0100639
506	117.9930533
507	117.9803586
508	117.8933448
509	117.5577946
510	117.5206329
511	117.5037952
512	117.1056732
513	117.0720865
514	116.9640476
515	116.8823397
516	116.8470001
517	116.7684086
518	116.7550434
519	116.3685672
520	115.9860298
521	115.9479701
522	115.8758924
523	115.8660519
524	115.8489967
525	115.8104254
526	115.7883498
527	115.7115381
528	115.655484
529	115.5967149
530	115.5859817
531	115.5409535
532	115.5070962
533	115.4530413
534	115.4254924
535	115.3510301
536	115.3098092
537	115.2371785
538	115.2186885
539	114.8555802
540	114.8463548
541	114.793312
542	114.7237589
543	114.6929194
544	114.6071419
545	114.5769835
546	114.2242537
547	114.1715755
548	114.1004777
549	113.75661
550	113.7221166
551	113.6938027
552	113.6622546
553	113.6219759
554	113.5734242
555	113.5257634
556	113.5023286
557	113.4705266
558	113.4021808
559	113.3650147
560	113.2884869
561	113.2406307
562	113.2212501
563	113.1610244
564	113.133659
565	113.1082054
566	113.0800936
567	113.0506565
568	113.010524
569	112.9509326
570	112.9170697
571	112.9030874
572	112.888043
573	112.8589236
574	112.5136824
575	112.4955067
576	112.4728615
577	112.4080421
578	112.3703298
579	112.3116067
580	112.2845524
581	112.2673467
582	112.2035111
583	112.1853044
584	112.1438201
585	112.1122815
586	112.039294
587	112.0045747
588	112.0001653
589	111.9756122
590	111.9651214
591	111.9330956
592	111.7620475
593	111.7196202
594	111.692051
595	111.6588555
596	111.6400893
597	111.5795587
598	111.5506684
599	111.5320646
600	111.5141578
601	111.4494105
602	111.4250619
603	111.3560516
604	111.3360444
605	111.2955791
606	111.2589124
607	111.2278209
608	111.2014083
609	111.1620285
610	111.1200117
611	111.087899
612	111.0648426
613	111.0036563
614	110.682885
615	110.6486771
616	110.6113531
617	110.5776131
618	110.5565997
619	110.5371467
620	110.4772306
621	110.4310696
622	110.415284
623	110.4004696
624	110.3493837
625	110.3348901
626	110.2918828
627	110.2660383
628	110.238341
629	110.2111764
630	110.1940536
631	110.1665976
632	110.0991445
633	110.0775364
634	110.0562403
635	110.0328313
636	110.002785
637	109.9821145
638	109.9256019
639	109.8985187
640	109.5824036
641	109.5257412
642	109.5035908
643	109.4696651
644	109.4117135
645	109.3684671
646	109.3441056
647	109.3247194
648	109.2985049
649	109.2543843
650	109.2377312
651	108.9343988
652	108.878326
653	108.861939
654	108.8082689
655	108.7757409
656	108.7585216
657	108.7321903
658	108.7093872
659	108.6944065
660	108.6763645
661	108.6653188
662	108.3617392
663	108.3058934
664	108.2894067
665	108.2739895
666	108.2605232
667	108.2179906
668	108.1547764
669	108.1318996
670	108.1107919
671	108.0741698
672	108.0217331
673	107.861815
674	107.8468999
675	107.7855628
676	107.7714249
677	107.7434415
678	107.6908541
679	107.6693408
680	107.6460613
681	107.6375964
682	107.6214761
683	107.6056763
684	107.5180225
685	107.4987109
686	107.4878146
687	107.4738548
688	107.4248811
689	107.4088188
690	107.3985606
691	107.375453
692	107.3536312
693	107.3158627
694	107.2613654
695	107.2526317
696	107.2222801
697	106.9392185
698	106.9201971
699	106.6461462
700	106.6341665
701	106.6126028
702	106.4966232
703	106.4660697
704	106.452696
705	106.4397292
706	106.4189153
707	106.4066648
708	106.3847297
709	106.3542062
710	106.3408348
711	106.3251498
712	106.3090276
713	106.277804
714	106.2654138
715	106.2202583
716	106.1872334
717	106.1767348
718	106.1453971
719	106.0959312
720	106.0719694
721	106.0202979
722	105.9853795
723	105.9626233
724	105.9446471
725	105.9172519
726	105.8993919
727	105.8863575
728	105.8774182
729	105.8585556
730	105.8321621
731	105.8045149
732	105.7655199
733	105.749866
734	105.7368033
735	105.6938058
736	105.6483185
737	105.6187942
738	105.6069938
739	105.5569118
740	105.5448075
741	105.280645
742	105.2610468
743	105.2192813
744	104.9660855
745	104.7132698
746	104.6912203
747	104.6753656
748	104.6531665
749	104.4156883
750	104.3876172
751	104.3666938
752	104.3474775
753	104.3361574
754	104.2992589
755	104.2803888
756	104.2539388
757	104.207064
758	104.179707
759	104.1634768
760	104.1458514
761	104.137558
762	104.1188325
763	104.0785389
764	104.0374753
765	104.0220608
766	104.0050305
767	103.982347
768	103.944372
769	103.9321521
770	103.9147161
771	103.8927734
772	103.8809569
773	103.83838
774	103.8263995
775	103.8116272
776	103.7857886
777	103.7738143
778	103.7438143
779	103.7138037
780	103.6905018
781	103.6513125
782	103.6311397
783	103.620674
784	103.5985611
785	103.5825178
786	103.3466978
787	103.3308925
788	103.3153835
789	103.3065451
790	103.261275
791	103.2158622
792	103.1788792
793	103.1617411
794	103.0822216
795	103.0575128
796	103.0371658
797	103.0075004
798	102.9709733
799	102.9522182
800	102.9425615
801	102.9321985
802	102.9137984
803	102.9026689
804	102.8872936
805	102.6621121
806	102.6257943
807	102.5999399
808	102.5609251
809	102.5276799
810	102.5156016
811	102.4828946
812	102.4623943
813	102.4289006
814	102.4109619
815	102.3849757
816	102.3512937
817	102.3243152
818	102.2949513
819	102.2663117
820	102.2473618
821	102.2204971
822	102.1952722
823	102.1747783
824	102.1566501
825	102.1364078
826	102.10334
827	102.071981
828	102.0507487
829	102.0102393
830	101.9884901
831	101.950808
832	101.9063601
833	101.8897275
834	101.8636323
835	101.8405953
836	101.614679
837	101.592437
838	101.569726
839	101.5541533
840	101.5318779
841	101.5207048
842	101.4866902
843	101.4604435
844	101.4519341
845	101.4458616
846	101.4241472
847	101.393986
848	101.367626
849	101.3305574
850	101.3078503
851	101.2886691
852	101.2740977
853	101.2587765
854	101.2439087
855	101.2288569
856	101.2122852
857	101.1941334
858	101.1797266
859	101.167959
860	101.1353218
861	101.1219831
862	101.094103
863	101.0787396
864	101.0339573
865	101.0126491
866	100.8675198
867	100.8578146
868	100.7532756
869	100.7414063
870	100.7192172
871	100.6931641
872	100.6593118
873	100.6293007
874	100.6123888
875	100.5742955
876	100.5440125
877	100.5297648
878	100.5158914
879	100.5062299
880	100.491537
881	100.4636279
882	100.2569489
883	100.2316838
884	100.2154683
885	100.1986518
886	100.1678906
887	100.1320382
888	100.0955057
889	100.0767353
890	100.0633649
891	100.0403567
892	100.0112297
893	99.97421091
894	99.9613677
895	99.94840034
896	99.9283508
897	99.9141462
898	99.89500521
899	99.87045841
900	99.85082092
901	99.80859713
902	99.7668609
903	99.75246869
904	99.72634767
905	99.71748895
906	99.69900804
907	99.68429915
908	99.66547745
909	99.65716836
910	99.63941012
911	99.55723487
912	99.54096072
913	99.51394728
914	99.47787141
915	99.4567527
916	99.4233049
917	99.39536949
918	99.36303082
919	99.34752952
920	99.32234638
921	99.3052513
922	99.28625261
923	99.26902458
924	99.24681478
925	99.22383184
926	99.20441211
927	99.18917549
928	99.15144381
929	99.13950081
930	99.11398675
931	98.9123365
932	98.90442039
933	98.70618123
934	98.68850363
935	98.67415975
936	98.64426474
937	98.61714133
938	98.53719262
939	98.51088106
940	98.49163292
941	98.4790146
942	98.45940069
943	98.4386171
944	98.24923417
945	98.23426188
946	98.22111254
947	98.1998583
948	98.18046202
949	98.15229834
950	98.12952636
951	98.11139657
952	98.08637943
953	98.06563254
954	97.99267571
955	97.95902806
956	97.77519409
957	97.75713638
958	97.71263199
959	97.68877373
960	97.67676111
961	97.64878292
962	97.63451972
963	97.61718737
964	97.6105858
965	97.59607243
966	97.57024908
967	97.54829234
968	97.53948044
969	97.531416
970	97.52465713
971	97.51448347
972	97.33809082
973	97.31428336
974	97.29482032
975	97.27845861
976	97.26222221
977	97.25270411
978	97.23987928
979	97.06891853
980	97.0425925
981	97.03223522
982	97.01087216
983	96.99457789
984	96.98060113
985	96.97044075
986	96.95721876
987	96.93353193
988	96.9193768
989	96.89931777
990	96.73366704
991	96.71110668
992	96.69850331
993	96.68255053
994	96.66856616
995	96.64679266
996	96.64283181
997	96.62107753
998	96.61105549
999	96.58353122
